Date,Power in kW,Last Hour Power in kW,Temperature in °C,Humidity in %,Solar Radiation in W/m^2
2017-06-21 03:00:00,123.0234005,123.0853533,19.335,76.99166666666666,0.0
2017-06-21 04:00:00,122.3890122,123.0234005,19.4925,76.7,0.0
2017-06-21 05:00:00,123.8572517,122.3890122,19.69666666666667,76.23333333333333,20.77325
2017-06-21 06:00:00,134.3567862,123.8572517,19.43583333333333,76.90833333333333,82.16583333333334
2017-06-21 07:00:00,167.8018797,134.3567862,20.18916666666667,72.96666666666667,167.05833333333334
2017-06-21 08:00:00,262.3382944,167.8018797,20.515,69.4175,169.67499999999998
2017-06-21 09:00:00,338.0856388,262.3382944,20.641666666666666,68.43916666666667,191.54166666666666
2017-06-21 10:00:00,368.4588362,338.0856388,20.789166666666667,68.23333333333333,265.0
2017-06-21 11:00:00,376.398841,368.4588362,21.718333333333334,64.15083333333334,468.2416666666666
2017-06-21 12:00:00,329.4271071,376.398841,21.9825,62.26666666666666,547.2083333333334
2017-06-21 13:00:00,353.1826571,329.4271071,22.309166666666666,58.40166666666667,727.5749999999999
2017-06-21 14:00:00,382.3036126,353.1826571,22.138333333333335,57.041666666666664,760.5333333333333
2017-06-21 15:00:00,401.7754195,382.3036126,22.234166666666667,55.80083333333334,732.4583333333334
2017-06-21 16:00:00,395.9420192,401.7754195,22.473333333333333,55.21416666666667,564.275
2017-06-21 17:00:00,362.938758,395.9420192,21.969166666666666,53.729166666666664,409.9083333333333
2017-06-21 18:00:00,257.9300178,362.938758,21.281666666666666,54.4925,227.16666666666666
2017-06-21 19:00:00,223.8260479,257.9300178,20.3175,59.932500000000005,59.218333333333334
2017-06-21 20:00:00,189.4037327,223.8260479,19.24833333333333,64.46833333333333,2.3225000000000002
2017-06-21 21:00:00,176.0612763,189.4037327,18.536666666666665,69.29833333333333,1.1140833333333333
2017-06-21 22:00:00,164.913749,176.0612763,18.2525,70.34166666666667,1.1535
2017-06-21 23:00:00,156.9486282,164.913749,17.85083333333333,72.39166666666667,0.0
2017-06-22 00:00:00,157.1472539,156.9486282,17.6525,72.90833333333333,0.0
2017-06-22 01:00:00,154.7474201,157.1472539,17.554166666666667,72.95,0.0
2017-06-22 02:00:00,152.9767421,154.7474201,17.444166666666668,72.325,0.0
2017-06-22 03:00:00,152.5700722,152.9767421,17.363333333333333,72.61666666666666,0.0
2017-06-22 04:00:00,152.9453471,152.5700722,17.198333333333334,73.45,0.0
2017-06-22 05:00:00,156.0559637,152.9453471,17.200833333333332,73.05,30.203999999999997
2017-06-22 06:00:00,175.5924443,156.0559637,17.745833333333334,70.79666666666667,137.67499999999998
2017-06-22 07:00:00,211.9953654,175.5924443,18.703333333333333,66.67416666666666,349.68333333333334
2017-06-22 08:00:00,283.3323402,211.9953654,19.858333333333334,60.560833333333335,496.52500000000003
2017-06-22 09:00:00,370.7337179,283.3323402,20.980833333333333,53.92333333333334,706.9166666666666
2017-06-22 10:00:00,410.0004909,370.7337179,21.4575,51.92333333333334,821.1583333333333
2017-06-22 11:00:00,410.1917911,410.0004909,22.449166666666667,47.06,923.8333333333334
2017-06-22 12:00:00,363.5522163,410.1917911,23.501666666666665,43.465,963.8333333333334
2017-06-22 13:00:00,379.3732033,363.5522163,24.44333333333333,41.34583333333333,951.1666666666666
2017-06-22 14:00:00,444.3302955,379.3732033,24.060000000000002,42.3075,880.0
2017-06-22 15:00:00,454.3969976,444.3302955,24.415000000000003,38.04916666666667,767.2416666666667
2017-06-22 16:00:00,420.2517956,454.3969976,23.706666666666667,39.38,615.1916666666667
2017-06-22 17:00:00,345.0616078,420.2517956,22.7225,42.99166666666667,432.51666666666665
2017-06-22 18:00:00,245.8490125,345.0616078,21.205000000000002,49.89166666666667,242.71666666666667
2017-06-22 19:00:00,208.8950045,245.8490125,20.4725,55.11166666666667,71.58333333333333
2017-06-22 20:00:00,174.2022737,208.8950045,19.3075,62.35999999999999,2.0803333333333334
2017-06-22 21:00:00,168.2592002,174.2022737,18.69,63.87083333333334,1.0634166666666667
2017-06-22 22:00:00,155.1806711,168.2592002,18.184166666666666,66.60916666666667,0.9665833333333333
2017-06-22 23:00:00,149.8267771,155.1806711,17.825833333333332,66.45583333333333,0.0
2017-06-23 00:00:00,151.7226165,149.8267771,17.259166666666665,70.69583333333334,0.0
2017-06-23 01:00:00,151.5225257,151.7226165,17.128333333333334,70.175,0.0
2017-06-23 02:00:00,148.929508,151.5225257,16.896666666666665,71.96666666666667,0.0
2017-06-23 03:00:00,147.332549,148.929508,16.634166666666665,73.41666666666667,0.0
2017-06-23 04:00:00,147.2835728,147.332549,16.538333333333334,73.925,0.0
2017-06-23 05:00:00,142.5923226,147.2835728,16.665833333333335,73.09166666666667,26.31625
2017-06-23 06:00:00,162.7374476,142.5923226,17.540833333333335,70.1425,170.67499999999998
2017-06-23 07:00:00,202.5109359,162.7374476,18.9475,63.718333333333334,352.5
2017-06-23 08:00:00,275.1690123,202.5109359,20.27,55.71,535.2916666666666
2017-06-23 09:00:00,362.2610446,275.1690123,21.735,46.80416666666667,695.0583333333334
2017-06-23 10:00:00,390.627055,362.2610446,23.2625,46.95666666666667,827.5833333333334
2017-06-23 11:00:00,388.8915394,390.627055,25.726666666666663,39.472500000000004,908.3333333333334
2017-06-23 12:00:00,348.438454,388.8915394,26.368333333333336,37.01166666666666,932.25
2017-06-23 13:00:00,362.7445276,348.438454,25.883333333333336,37.649166666666666,918.0833333333334
2017-06-23 14:00:00,408.7836207,362.7445276,26.015833333333333,33.105,850.3333333333334
2017-06-23 15:00:00,432.6239372,408.7836207,26.471666666666664,32.17,732.2833333333333
2017-06-23 16:00:00,394.5353139,432.6239372,26.298333333333332,31.61916666666667,576.4416666666667
2017-06-23 17:00:00,336.8371643,394.5353139,25.045833333333334,36.15083333333333,282.60833333333335
2017-06-23 18:00:00,236.0931209,336.8371643,23.570833333333336,40.678333333333335,194.1833333333333
2017-06-23 19:00:00,199.4532722,236.0931209,22.209166666666665,40.835,56.130833333333335
2017-06-23 20:00:00,170.1058541,199.4532722,20.736666666666668,43.455000000000005,1.5199166666666668
2017-06-23 21:00:00,163.4614163,170.1058541,19.8475,47.3075,0.4936666666666667
2017-06-23 22:00:00,156.4293549,163.4614163,19.375,46.41916666666666,0.6228333333333333
2017-06-23 23:00:00,152.3819115,156.4293549,19.052307692307693,48.27538461538462,0.0
2017-06-24 00:00:00,152.5792814,152.3819115,18.69,49.056666666666665,0.0
2017-06-24 01:00:00,140.387975,152.5792814,18.530833333333334,49.100833333333334,0.0
2017-06-24 02:00:00,134.2389503,140.387975,18.430833333333336,48.76,0.0
2017-06-24 03:00:00,148.8194162,134.2389503,18.383333333333333,48.32916666666667,0.0
2017-06-24 04:00:00,148.8554158,148.8194162,18.018333333333334,49.9975,0.0
